,cs_L3_2,dcs_L2,dcs_L3,dcs_L3_2,dr_2,dunem_L3_2,edcs_L1,edcs_L2,edcs_L2_2,spr,spr_2,spr_L3,spr_L3_2,syc_L3_2,tr10_2,y
1998-06-26,0.2672118424973983,-0.28355635202463497,0.2835335057837174,0.002752731602961708,0.17416197235023254,0.0,0.04764756653663607,0.04797642545653391,9.946394875521914e-05,0.45294732344479266,0.08212746142507432,0.8852936798652485,0.31399993816936356,0.0006785145009379924,2.7490426380983632,0
1998-06-27,0.2591758573350571,0.28355635202463497,-0.2835335057837174,0.002752731602961708,0.17489808650709782,0.0,0.04732207081148036,0.047647559898429816,9.810502479851244e-05,0.45294732344479266,0.08212746142507432,0.9062342144888135,0.329030187148481,0.0003816644067776264,2.7490426380983632,0
1998-06-28,0.2672118424973983,-0.28355635202463497,0.2835335057837174,0.002752731602961708,0.17563575301760723,0.0,0.04699989908037137,0.04732206421862181,9.676922962383008e-05,0.40870347869278145,0.06686666637198484,0.3609831389394109,0.05220699173323046,0.002077950659122615,2.7490426380983632,0
1998-06-29,0.2591758573350571,0.0,-0.2835335057837174,0.002752731602961708,0.1763749718817607,0.0,0.0466810062369284,0.04699989253239742,9.545609245460142e-05,0.4683648571009889,0.08781356441586431,0.45274848719997407,0.08212376482933342,0.0010601789077156038,2.7591216127372333,1
1998-06-30,0.2591758573350571,0.0,0.0,0.0,0.17711574309955838,0.0,0.046365347937273274,0.04668099973338226,9.416515365605655e-05,0.5056568980724162,0.10235401327941866,0.45274848719997407,0.08212376482933342,0.0010601789077156038,2.7289400171352005,0
1998-07-01,0.2591758573350571,0.0,0.0,0.0,0.17785806667100018,0.0,0.046052880584664176,0.04636534147770429,9.289596443469542e-05,1.2864971014768396,0.6625377487974436,0.40852406475049446,0.06686365667182084,0.0010601789077156038,2.7289400171352005,1
1998-07-02,0.2591758573350571,0.5671127040492699,0.0,0.0,0.1786019425960861,0.0,0.04574356131440085,0.0460528741686278,9.164808654722902e-05,1.129570396632751,0.5107632098896819,0.468159252818613,0.08780961188594824,0.0006785145009379924,2.70891116725814,0
1998-07-03,0.2753705144561112,-0.5671127040492951,0.5670670115674348,0.011010926411846832,0.17934737087481625,0.0,0.04543734797912656,0.04574355494145849,9.042109201792554e-05,1.129570396632751,0.5107632098896819,0.505434923212261,0.10234940627704713,0.0010601789077156038,2.70891116725814,0
1998-07-04,0.2591758573350564,2.5184863263717808e-14,-0.56706701156746,0.01101092641184781,0.18009435150719033,0.0,0.045134199134520436,0.045437341648845504,8.921456286461763e-05,1.129570396632751,0.5107632098896819,1.285932350921119,0.6625079276611526,0.00016962862523449057,2.70891116725814,0
1998-07-05,0.2591758573350571,0.0,2.5182834109902382e-14,2.1715223441429525e-29,0.18084288449320873,0.0,0.04483407402518156,0.04513419284647375,8.802809083309124e-05,1.6812222017823013,1.1314705033303867,1.129074534256931,0.5107402201969101,0.00016962862523450564,2.70891116725814,1
