Date,Open
2016-06-22,136.48
2016-06-21,135.92
2016-06-20,137.81
2016-06-17,137.94
2016-06-16,142.5
2016-06-15,140.91
2016-06-14,138.02
2016-06-13,137.49
2016-06-10,133.67
2016-06-09,129.31
2016-06-08,129.23
2016-06-07,128.54
2016-06-06,125.57
2016-06-03,125.04
2016-06-02,134.15
2016-06-01,132.46
2016-05-31,127.7
2016-05-27,129.61
2016-05-26,129.28
2016-05-25,127.13
2016-05-24,124.74
2016-05-23,124.74
2016-05-20,125.61
2016-05-19,123.66
2016-05-18,122.22
2016-05-17,122.96
2016-05-16,124.13
2016-05-13,121.46
2016-05-12,123.52
2016-05-11,122.19
2016-05-10,124.1
2016-05-09,123.17
2016-05-06,120.82
2016-05-05,123.74
2016-05-04,124.31
2016-05-03,125.94
2016-05-02,127.67
2016-04-29,126.49
2016-04-28,125.44
2016-04-27,126.09
2016-04-26,127.4
2016-04-25,126.78
2016-04-22,123.25
2016-04-21,127.06
2016-04-20,126.2
2016-04-19,126.19
2016-04-18,120.55
2016-04-15,123.1
2016-04-14,126.23
2016-04-13,127.13
2016-04-12,126.17
2016-04-11,119.13
2016-04-08,113.84
2016-04-07,125.13
2016-04-06,125.06
2016-04-05,120.27
2016-04-04,125.23
2016-04-01,124.03
2016-03-31,122.03
2016-03-30,128.67
2016-03-29,132.61
2016-03-28,127.74
2016-03-24,119.02
2016-03-23,129.67
2016-03-22,130.99
2016-03-21,129.35
2016-03-18,126.75
2016-03-17,126.65
2016-03-16,125.42
2016-03-15,132.45
2016-03-14,133.3
2016-03-11,128.99
2016-03-10,130.04
2016-03-09,123.47
2016-03-08,123.53
2016-03-07,124.01
2016-03-04,121.65
2016-03-03,125.27
2016-03-02,122.35
2016-03-01,119.81
2016-02-29,117.68
2016-02-26,118.65
2016-02-25,122.02
2016-02-24,119.46
2016-02-23,119.67
2016-02-22,117.46
2016-02-19,123.61
2016-02-18,125.33
2016-02-17,124.99
2016-02-16,125.77
2016-02-12,117.75
2016-02-11,122.38
2016-02-10,120.36
2016-02-09,120.74
2016-02-08,120.25
2016-02-05,119.01
2016-02-04,122.69
2016-02-03,122.04
2016-02-02,119.83
2016-02-01,126.38
2016-01-29,120.86
2016-01-28,129.23
2016-01-27,129.06
2016-01-26,129.53
2016-01-25,132.27
2016-01-22,133.64
2016-01-21,132.99
2016-01-20,134.82
2016-01-19,137.9
2016-01-15,145.03
2016-01-14,138.79
2016-01-13,145.88
2016-01-12,138.67
2016-01-11,142.52
2016-01-08,138.83
2016-01-07,135.94
2016-01-06,128.31
2016-01-05,135.07
2016-01-04,140.0
2015-12-31,124.43
2015-12-30,143.0
2015-12-29,139.26
2015-12-28,136.29
2015-12-24,128.78
2015-12-23,134.69
2015-12-22,133.63
2015-12-21,125.18
2015-12-18,140.84
2015-12-17,131.2
2015-12-16,135.5
2015-12-15,143.35
2015-12-14,140.92
2015-12-11,146.53
2015-12-10,134.94
2015-12-09,134.26
2015-12-08,131.25
2015-12-07,136.77
2015-12-04,136.31
2015-12-03,135.26
2015-12-02,132.66
2015-12-01,135.57
2015-11-30,127.25
2015-11-27,137.66
2015-11-25,139.45
2015-11-24,138.17
2015-11-23,139.51
2015-11-20,126.86
2015-11-19,139.17
2015-11-18,136.86
2015-11-17,136.97
2015-11-16,131.77
2015-11-13,139.5
2015-11-12,136.93
2015-11-11,132.44
2015-11-10,132.24
2015-11-09,134.34
2015-11-06,137.75
2015-11-05,135.21
2015-11-04,134.44
2015-11-03,137.4
2015-11-02,138.78
2015-10-30,125.77
2015-10-29,134.64
2015-10-28,134.43
2015-10-27,132.17
2015-10-26,132.29
2015-10-23,135.62
2015-10-22,121.02
2015-10-21,133.07
2015-10-20,140.7
2015-10-19,139.92
2015-10-16,135.04
2015-10-15,144.72
2015-10-14,135.82
2015-10-13,133.81
2015-10-12,137.25
2015-10-09,134.66
2015-10-08,136.69
2015-10-07,132.39
2015-10-06,129.32
2015-10-05,132.83
2015-10-02,115.75
2015-10-01,124.81
2015-09-30,113.9
2015-09-29,136.71
2015-09-28,134.18
2015-09-25,135.16
2015-09-24,134.03
2015-09-23,136.71
2015-09-22,135.94
2015-09-21,135.45
2015-09-18,119.47
2015-09-17,137.49
2015-09-16,142.16
2015-09-15,136.0
2015-09-14,142.93
2015-09-11,118.18
2015-09-10,131.42
2015-09-09,137.03
2015-09-08,132.37
2015-09-04,142.19
2015-09-03,132.43
2015-09-02,125.35
2015-09-01,125.35
2015-08-31,129.36
2015-08-28,130.38
2015-08-27,126.31
2015-08-26,124.35
2015-08-25,126.78
2015-08-24,129.46
2015-08-21,130.04
2015-08-20,118.76
2015-08-19,122.14
2015-08-18,124.34
2015-08-17,120.27
2015-08-14,119.37
2015-08-13,119.96
2015-08-12,119.97
2015-08-11,124.37
2015-08-10,121.54
2015-08-07,117.82
2015-08-06,126.09
2015-08-05,119.1
2015-08-04,119.79
2015-08-03,119.32
2015-07-31,124.2
2015-07-30,122.06
2015-07-29,121.03
2015-07-28,123.52
2015-07-27,126.67
2015-07-24,126.32
2015-07-23,123.18
2015-07-22,130.42
2015-07-21,124.9
2015-07-20,125.06
2015-07-17,127.91
2015-07-16,124.67
2015-07-15,123.06
2015-07-14,123.11
2015-07-13,121.57
2015-07-10,118.52
2015-07-09,120.34
2015-07-08,118.25
2015-07-07,117.37
2015-07-06,118.68
2015-07-02,121.52
2015-07-01,120.14
2015-06-30,123.88
2015-06-29,124.54
2015-06-26,123.07
2015-06-25,122.68
2015-06-24,119.52
2015-06-23,122.78
2015-06-22,120.52
2015-06-19,119.5
2015-06-18,120.17
2015-06-17,119.09
2015-06-16,120.23
2015-06-15,119.25
2015-06-12,119.26
2015-06-11,125.32
2015-06-10,120.83
2015-06-09,119.4
2015-06-08,118.33
2015-06-05,119.62
2015-06-04,121.98
2015-06-03,124.59
2015-06-02,121.17
2015-06-01,122.43
2015-05-29,122.5
2015-05-28,125.37
2015-05-27,123.6
2015-05-26,123.06
2015-05-22,124.86
2015-05-21,121.11
2015-05-20,125.01
2015-05-19,126.28
2015-05-18,126.91
2015-05-15,127.56
2015-05-14,127.63
2015-05-13,126.04
2015-05-12,123.92
2015-05-11,115.96
2015-05-08,122.93
2015-05-07,120.73
2015-05-06,119.74
2015-05-05,122.22
2015-05-04,121.68
2015-05-01,122.37
2015-04-30,115.96
2015-04-29,125.36
2015-04-28,124.02
2015-04-27,122.84
2015-04-24,119.95
2015-04-23,123.26
2015-04-22,124.07
2015-04-21,122.77
2015-04-20,124.16
2015-04-17,122.24
2015-04-16,120.37
2015-04-15,119.71
2015-04-14,123.64
2015-04-13,117.46
2015-04-10,127.22
2015-04-09,125.87
2015-04-08,124.24
2015-04-07,121.34
2015-04-06,120.05
2015-04-02,119.92
2015-04-01,120.76
2015-03-31,120.35
2015-03-30,122.69
2015-03-27,121.8
2015-03-26,122.86
2015-03-25,122.96
2015-03-24,126.82
2015-03-23,127.12
2015-03-20,131.09
2015-03-19,127.95
2015-03-18,128.51
2015-03-17,125.44
2015-03-16,122.83
2015-03-13,120.6
2015-03-12,121.53
2015-03-11,123.72
2015-03-10,123.53
2015-03-09,124.16
2015-03-06,124.65
2015-03-05,127.26
2015-03-04,127.89
2015-03-03,123.09
2015-03-02,126.01
2015-02-27,126.4
2015-02-26,126.2
2015-02-25,136.33
2015-02-24,136.26
2015-02-23,134.66
2015-02-20,125.24
2015-02-19,131.3
2015-02-18,135.0
2015-02-17,127.42
2015-02-13,126.04
2015-02-12,129.95
2015-02-11,128.39
2015-02-10,126.51
2015-02-09,129.85
2015-02-06,125.62
2015-02-05,127.54
2015-02-04,126.2
2015-02-03,129.78
2015-02-02,129.98
2015-01-30,125.36
2015-01-29,130.45
2015-01-28,123.76
2015-01-27,128.43
2015-01-26,135.02
2015-01-23,132.09
2015-01-22,139.13
2015-01-21,134.3
2015-01-20,123.63
2015-01-16,131.39
2015-01-15,120.77
2015-01-14,132.66
2015-01-13,122.2
2015-01-12,121.09
2015-01-09,121.69
2015-01-08,124.77
2015-01-07,123.56
2015-01-06,125.27
2015-01-05,127.79
2015-01-02,128.66
2014-12-31,133.84
2014-12-30,136.39
2014-12-29,127.6
2014-12-26,135.03
2014-12-24,135.65
2014-12-23,136.93
2014-12-22,136.61
2014-12-19,138.63
2014-12-18,126.24
2014-12-17,125.48
2014-12-16,131.21
2014-12-15,135.12
2014-12-12,131.47
2014-12-11,130.73
2014-12-10,130.88
2014-12-09,136.69
2014-12-08,137.62
2014-12-05,131.41
2014-12-04,128.73
2014-12-03,134.44
2014-12-02,121.64
2014-12-01,127.95
2014-11-28,131.89
2014-11-26,139.86
2014-11-25,126.27
2014-11-24,140.18
2014-11-21,138.46
2014-11-20,136.35
2014-11-19,124.66
2014-11-18,132.03
2014-11-17,123.69
2014-11-14,128.68
2014-11-13,128.96
2014-11-12,125.71
2014-11-11,127.11
2014-11-10,130.51
2014-11-07,127.08
2014-11-06,124.93
2014-11-05,125.66
2014-11-04,124.19
2014-11-03,124.64
2014-10-31,124.75
2014-10-30,121.02
2014-10-29,124.18
2014-10-28,127.56
2014-10-27,123.77
2014-10-24,125.57
2014-10-23,128.77
2014-10-22,127.04
2014-10-21,129.18
2014-10-20,120.62
2014-10-17,131.71
2014-10-16,127.97
2014-10-15,111.31
2014-10-14,127.78
2014-10-13,130.36
2014-10-10,130.82
2014-10-09,123.58
2014-10-08,128.08
2014-10-07,120.85
2014-10-06,126.96
2014-10-03,122.53
2014-10-02,125.35
2014-10-01,123.17
2014-09-30,127.73
2014-09-29,131.67
2014-09-26,130.49
2014-09-25,132.24
2014-09-24,126.9
2014-09-23,132.46
2014-09-22,139.85
2014-09-19,146.08
2014-09-18,142.1
2014-09-17,138.13
2014-09-16,126.81
2014-09-15,127.09
2014-09-12,127.37
2014-09-11,132.72
2014-09-10,130.53
2014-09-09,136.88
2014-09-08,132.91
2014-09-05,137.49
2014-09-04,130.15
2014-09-03,131.55
2014-09-02,131.72
2014-08-29,127.01
2014-08-28,137.95
2014-08-27,135.41
2014-08-26,133.54
2014-08-25,135.42
2014-08-22,135.1
2014-08-21,135.75
2014-08-20,135.46
2014-08-19,138.69
2014-08-18,138.46
2014-08-15,135.43
2014-08-14,132.46
2014-08-13,126.93
2014-08-12,123.69
2014-08-11,124.24
2014-08-08,120.36
2014-08-07,124.68
2014-08-06,124.41
2014-08-05,124.62
2014-08-04,126.86
2014-08-01,128.93
2014-07-31,128.71
2014-07-30,130.54
2014-07-29,132.35
2014-07-28,135.02
2014-07-25,135.26
2014-07-24,133.8
2014-07-23,132.55
2014-07-22,136.37
2014-07-21,138.75
2014-07-18,141.19
2014-07-17,131.65
2014-07-16,134.86
2014-07-15,136.92
2014-07-14,139.94
2014-07-11,138.74
2014-07-10,134.43
2014-07-09,135.8
2014-07-08,134.2
2014-07-07,137.76
2014-07-03,142.28
2014-07-02,140.37
2014-07-01,139.36
2014-06-30,139.35
2014-06-27,135.36
2014-06-26,132.81
2014-06-25,131.82
2014-06-24,134.65
2014-06-23,139.41
2014-06-20,143.26
2014-06-19,138.61
2014-06-18,129.53
2014-06-17,130.18
2014-06-16,127.67
2014-06-13,127.78
2014-06-12,127.82
2014-06-11,126.71
2014-06-10,125.38
2014-06-09,124.67
2014-06-06,122.88
2014-06-05,122.21
2014-06-04,121.48
2014-06-03,121.79
2014-06-02,123.33
2014-05-30,124.23
2014-05-29,125.81
2014-05-28,124.18
2014-05-27,123.64
2014-05-23,125.13
2014-05-22,123.68
2014-05-21,123.89
2014-05-20,127.47
2014-05-19,128.18
2014-05-16,127.23
2014-05-15,123.6
2014-05-14,122.75
2014-05-13,124.3
2014-05-12,125.28
2014-05-09,125.6
2014-05-08,123.93
2014-05-07,123.27
2014-05-06,121.18
2014-05-05,123.56
2014-05-02,124.13
2014-04-29,123.44
2014-04-28,123.69
2014-04-25,121.95
2014-04-23,126.11
2014-04-22,126.51
2014-04-21,119.11
2014-04-17,127.93
2014-04-16,125.43
2014-04-15,129.24
2014-04-14,123.76
2014-04-11,122.59
2014-04-10,125.11
2014-04-09,130.79
2014-04-08,124.34
2014-04-07,123.92
2014-04-04,126.61
2014-04-03,128.13
2014-04-02,127.3
2014-04-01,128.08
2014-03-31,123.25
2014-03-28,124.98
2014-03-27,117.96
2014-03-26,119.05
2014-03-25,121.81
2014-03-24,132.7
2014-03-21,132.82
2014-03-20,134.02
2014-03-19,132.74
2014-03-18,129.37
2014-03-17,131.87
2014-03-14,126.26
2014-03-13,127.66
2014-03-12,132.33
2014-03-11,130.08
2014-03-10,131.35
2014-03-07,130.49
2014-03-06,133.46
2014-03-05,126.62
2014-03-04,131.65
2014-03-03,129.12
2014-02-28,137.17
2014-02-27,137.24
2014-02-26,132.22
2014-02-25,121.92
2014-02-24,134.47
2014-02-21,138.79
2014-02-20,134.37
2014-02-19,129.12
2014-02-18,124.25
2014-02-14,129.25
2014-02-13,128.57
2014-02-12,127.84
2014-02-11,126.7
2014-02-10,126.26
2014-02-07,129.01
2014-02-06,124.68
2014-02-05,127.79
2014-02-04,127.26
2014-02-03,126.17
