,0
2013-10-07,0.2904653221997655
2013-10-08,0.29734826282774107
2013-10-09,0.285743655768427
2013-10-10,0.2836431098023586
2013-10-11,0.2829993479908967
2013-10-14,0.27284090252595755
2013-10-15,0.2763384806056986
2013-10-16,0.26377140094246554
2013-10-17,0.2617161243482055
2013-10-18,0.2590281636457004
2013-10-21,0.25662496492232373
2013-10-22,0.26060002844410524
2013-10-23,0.25009959464229187
2013-10-24,0.2480939804732466
2013-10-25,0.2433406565017127
2013-10-28,0.25036960929910157
2013-10-29,0.24955563352476282
2013-10-30,0.2388286968273137
2013-10-31,0.24453549267430505
2013-11-01,0.24192916971377326
2013-11-04,0.22994840414528891
2013-11-05,0.23520924209990343
2013-11-06,0.24122826896251393
2013-11-07,0.23587967264658413
2013-11-08,0.22810091664185314
2013-11-11,0.22564051149744618
2013-11-12,0.2247075284781764
2013-11-13,0.21491861252546823
2013-11-14,0.21544825115683897
2013-11-15,0.2057239372680269
2013-11-18,0.20815269397002642
2013-11-19,0.21058129945626725
2013-11-20,0.20051928548793937
2013-11-21,0.19791739484207313
2013-11-22,0.20065144965915113
2013-11-25,0.19166816608262444
2013-11-26,0.19009869457705947
2013-11-27,0.1850795299328533
2013-11-29,0.1866248081565323
2013-12-02,0.17987679729471426
2013-12-03,0.17919414417399618
2013-12-04,0.17144365704876421
2013-12-05,0.16892875814991912
2013-12-06,0.16785410335174372
2013-12-09,0.1577957135122808
2013-12-10,0.16182535028858805
2013-12-11,0.16471580220171728
2013-12-12,0.1638598020545975
2013-12-13,0.15308014032339556
2013-12-16,0.1490111960962302
2013-12-17,0.1525206458985247
2013-12-18,0.14742779521628566
2013-12-19,0.1461149701688402
2013-12-20,0.13915482412271216
2013-12-23,0.13923220295389685
2013-12-24,0.13924565921876897
2013-12-26,0.13037828547136376
2013-12-27,0.12972024698725967
2013-12-30,0.12971247551198606
2013-12-31,0.12178060794515268
2014-01-02,0.12439572596638501
2014-01-03,0.1269352312397499
2014-01-06,0.12751727317755962
2014-01-07,0.12001648372608427
2014-01-08,0.1229224840163411
2014-01-09,0.12113969297050464
2014-01-10,0.11661201408725574
2014-01-13,0.12260245742137908
