,0
2014-01-14,0.12197295445790933
2014-01-15,0.12229228349720624
2014-01-16,0.12077941749846725
2014-01-17,0.11769174898678718
2014-01-21,0.12142255437835572
2014-01-22,0.11988212091842192
2014-01-23,0.11763526840589271
2014-01-24,0.11989969632394054
2014-01-27,0.11466486074129827
2014-01-28,0.11405444853504838
2014-01-29,0.11936492980349096
2014-01-30,0.1202761770165578
2014-01-31,0.12291861687587376
2014-02-03,0.12285206417903688
2014-02-04,0.12368867531742472
2014-02-05,0.12458058264402107
2014-02-06,0.12528944955664115
2014-02-07,0.11013847155131608
2014-02-10,0.09914006676120361
2014-02-11,0.1327089023577593
2014-02-12,0.12447370026602261
2014-02-13,0.1412767897846977
2014-02-14,0.13914971264095954
2014-02-18,0.12549447277225692
2014-02-19,0.13030023310506572
2014-02-20,0.11845085019128136
2014-02-21,0.12163251004038032
2014-02-24,0.12082549940512538
2014-02-25,0.11703007559712673
2014-02-26,0.11476200178624556
2014-02-27,0.1121465159560292
2014-02-28,0.09617736121823407
2014-03-03,0.08494744289030128
2014-03-04,0.08683359564998538
2014-03-05,0.08793740605215244
2014-03-06,0.08753958825371172
2014-03-07,0.08269403864184778
2014-03-10,0.0841606125953957
2014-03-11,0.08457137380309572
2014-03-12,0.08843714294672601
2014-03-13,0.09640434258060213
2014-03-14,0.08937287694633475
2014-03-17,0.0784259295459408
2014-03-18,0.07904761132304468
2014-03-19,0.07516560990923558
2014-03-20,0.07072546728186042
2014-03-21,0.08197231259138385
2014-03-24,0.07898743682707388
2014-03-25,0.07820015117382921
2014-03-26,0.07850721936423184
2014-03-27,0.07794906728073737
2014-03-28,0.07980386778704249
2014-03-31,0.07296323699910533
2014-04-01,0.06970733868082953
2014-04-02,0.06794176039512662
2014-04-03,0.06794440954822308
2014-04-04,0.06963278903130471
2014-04-07,0.06441597957843659
2014-04-08,0.06359192779825977
2014-04-09,0.061124403285684525
2014-04-10,0.06217416390977871
2014-04-11,0.06469678518606747
2014-04-14,0.060537792052012436
2014-04-15,0.06015465473512067
2014-04-16,0.052584500647976935
2014-04-17,0.05227312273342371
2014-04-21,0.054855256361395766
2014-04-22,0.05480893609946556
2014-04-23,0.05097076399583869
2014-04-24,0.03296332695683318
2014-04-25,0.032205345845217545
2014-04-28,0.0280211192017593
2014-04-29,0.027705583919157287
2014-04-30,0.02838003068713882
2014-05-01,0.028230600298159433
2014-05-02,0.027418585432816802
2014-05-05,0.02768884311822508
2014-05-06,0.0316702907528212
2014-05-07,0.03234751408216301
2014-05-08,0.03283793464980322
2014-05-09,0.032674659654414524
2014-05-12,0.031891046251655265
2014-05-13,0.03203982654603181
2014-05-14,0.03230162991484655
2014-05-15,0.03281685926445389
2014-05-16,0.02919828170886916
2014-05-19,0.029563931807914428
2014-05-20,0.030062465443664872
2014-05-21,0.027499969210996268
2014-05-22,0.02617047440088218
2014-05-23,0.02569755435304647
2014-05-27,0.020071743463104294
2014-05-28,0.02047893562234853
2014-05-29,0.016773864458442603
2014-05-30,0.016810020518792834
2014-06-02,0.014034309564735696
2014-06-03,0.013512610709148208
2014-06-04,0.01335590027139364
2014-06-05,0.01304313133787305
2014-06-06,0.012889453528104666
2014-06-09,0.011586586902785174
2014-06-10,0.011058633639655892
2014-06-11,0.011442443120851022
2014-06-12,0.011603514567167792
2014-06-13,0.0114613632858384
2014-06-16,0.011445535954418497
2014-06-17,0.011964441774446642
2014-06-18,0.011038207182452547
2014-06-19,0.011381605311307995
2014-06-20,0.011486040731192531
2014-06-23,0.011305867976536708
2014-06-24,0.0115884044195367
2014-06-25,0.008602101415175322
2014-06-26,0.008711066843129733
2014-06-27,0.008600120487966847
2014-06-30,0.008682370670985977
2014-07-01,0.008500193584841834
2014-07-02,0.00650926329000516
2014-07-03,0.006411537050850905
2014-07-07,0.00499284173024232
2014-07-08,0.005030880900455098
2014-07-09,0.00504257519870294
2014-07-10,0.005001488988990458
2014-07-11,0.005069436225858235
2014-07-14,0.004894600976184727
2014-07-15,0.0050725390680375565
2014-07-16,0.004944399743318808
2014-07-17,0.005162322201383318
2014-07-18,0.004923844698327669
2014-07-21,0.004854332227228039
2014-07-22,0.004856328217312937
2014-07-23,0.004453945085048873
2014-07-24,0.004428809468849973
2014-07-25,0.004467185864044505
2014-07-28,0.0038978635545824114
2014-07-29,0.0038332144898678374
2014-07-30,0.003777489393096346
2014-07-31,0.0033565967340211103
2014-08-01,0.0034171989490028028
2014-08-04,0.0032521484630329374
2014-08-05,0.0032491296146307715
2014-08-06,0.003224131263241016
2014-08-07,0.003685835821711564
2014-08-08,0.0038418703418344985
2014-08-11,0.0034154389303470045
2014-08-12,0.003468266352076719
2014-08-13,0.0033117248164576986
2014-08-14,0.0032470459372779125
2014-08-15,0.003036006172711296
2014-08-18,0.0029685013794812335
2014-08-19,0.0027924505396188116
2014-08-20,0.002725724628225067
2014-08-21,0.0026986798407140767
2014-08-22,0.002697776885656293
2014-08-25,0.002698878009143198
2014-08-26,0.002400804186222764
2014-08-27,0.002110921755834434
2014-08-28,0.0021105204798181764
2014-08-29,0.0020815337827541085
2014-09-02,0.0021013432302357873
2014-09-03,0.002045774347729537
2014-09-04,0.002102688798314819
2014-09-05,0.0017358788601581166
2014-09-08,0.001691671484157673
2014-09-09,0.001707100653887566
2014-09-10,0.001689138289316654
2014-09-11,0.0016905243954009144
2014-09-12,0.0017066927592418533
2014-09-15,0.0013489689578168188
2014-09-16,0.0013221793104822663
2014-09-17,0.0011807959899672643
2014-09-18,0.0011616471152848058
2014-09-19,0.0011239155127673445
2014-09-22,0.0011843435466413227
2014-09-23,0.0014690340074885115
2014-09-24,0.0013673539269660432
2014-09-25,0.0014162537581710692
2014-09-26,0.0013557673119427714
2014-09-29,0.0013427633004874995
2014-09-30,0.0013358672512378538
2014-10-01,0.0012688134279481948
2014-10-02,0.0012078787809142902
2014-10-03,0.0011159692021864558
2014-10-06,0.0011384791234060805
2014-10-07,0.0014507569496237068
2014-10-08,0.0013493585252568581
2014-10-09,0.0016633422944671416
2014-10-10,0.0014627433696268292
2014-10-13,0.0021972097981282275
2014-10-14,0.002139342266080265
2014-10-15,0.002266564710809326
2014-10-16,0.002128984706319442
2014-10-17,0.0020598991718657955
2014-10-20,0.002009547764005789
2014-10-21,0.0018696255752819325
2014-10-22,0.001927315101322482
2014-10-23,0.001877376347549739
2014-10-24,0.001790734298748832
2014-10-27,0.0017906849104610497
2014-10-28,0.0017110227465583642
2014-10-29,0.001781100968169549
2014-10-30,0.001867415003928686
2014-10-31,0.001890954098212353
2014-11-03,0.0017984374559297126
2014-11-04,0.0021005633892128887
2014-11-05,0.0020917768065526737
2014-11-06,0.0020161786537772042
2014-11-07,0.0019193141057690544
2014-11-10,0.0019377804276220676
2014-11-11,0.005523740155906639
2014-11-12,0.006930284657571721
2014-11-13,0.006662610771176794
2014-11-14,0.006717937806952934
2014-11-17,0.00696743432672389
2014-11-18,0.0069843586415661175
2014-11-19,0.007364095445407171
2014-11-20,0.008072307162944886
2014-11-21,0.0076923322810542125
2014-11-24,0.007340478893388163
2014-11-25,0.008441797106211903
2014-11-26,0.008047923316591661
2014-11-28,0.007919359891489971
2014-12-01,0.008970166952071432
2014-12-02,0.008863506937431058
2014-12-03,0.008772316600961935
2014-12-04,0.009930050670823387
2014-12-05,0.009951216334366058
2014-12-08,0.009902753342047082
2014-12-09,0.010080988072996315
2014-12-10,0.011917807474055943
2014-12-11,0.0118165788256722
2014-12-12,0.014275595504649598
2014-12-15,0.014316616710804775
2014-12-16,0.015159359105236508
2014-12-17,0.014881903285519445
2014-12-18,0.017118881109599464
2014-12-19,0.016733097425618713
2014-12-22,0.01683718910892072
2014-12-23,0.01729088873286179
2014-12-24,0.017508764136157123
2014-12-26,0.017141541338279317
2014-12-29,0.017331311476482942
2014-12-30,0.018053943353672205
2014-12-31,0.019491953713495096
2015-01-02,0.019161687905379636
2015-01-05,0.019486454568289447
2015-01-06,0.020371279204611622
2015-01-07,0.019312297831109982
2015-01-08,0.019712967062123214
2015-01-09,0.01963154164541457
2015-01-12,0.020640355468806246
2015-01-13,0.02140028681071267
2015-01-14,0.02110157119398706
2015-01-15,0.02124232118525666
2015-01-16,0.021089383172357846
2015-01-20,0.021955254520145785
2015-01-21,0.0210474075210181
2015-01-22,0.020725076739628197
2015-01-23,0.021187463023639715
2015-01-26,0.02122409596817366
2015-01-27,0.02414118336974648
2015-01-28,0.02441371711058421
2015-01-29,0.024119883633649003
2015-01-30,0.024978193929146523
2015-02-02,0.02402071680587391
2015-02-03,0.023862546259803673
2015-02-04,0.0239245362037899
2015-02-05,0.0239918541032389
2015-02-06,0.02141893888974165
2015-02-09,0.024022626395278524
2015-02-10,0.022574480034822913
2015-02-11,0.019213114643694483
2015-02-12,0.01917146051384542
2015-02-13,0.01823364772503683
2015-02-17,0.017466719762780313
2015-02-18,0.017816550236120166
2015-02-19,0.01803786529699504
2015-02-20,0.01808366272302206
2015-02-23,0.01810037902086391
2015-02-24,0.018298710676806437
2015-02-25,0.01797158507877197
2015-02-26,0.01708723000406895
2015-02-27,0.01763877784617411
2015-03-02,0.01812219097177844
2015-03-03,0.01890231748624517
2015-03-04,0.01922305418996973
2015-03-05,0.018997003964896682
2015-03-06,0.020929868973266225
2015-03-09,0.020346716360486856
2015-03-10,0.021009058124347123
2015-03-11,0.020648785670650614
2015-03-12,0.019732658766313953
2015-03-13,0.020175392005426014
2015-03-16,0.01960209850239518
2015-03-17,0.01943309217085671
2015-03-18,0.01905680833654073
2015-03-19,0.01915902191539754
2015-03-20,0.01923836523930486
2015-03-23,0.017247534988207382
2015-03-24,0.017393336144714198
2015-03-25,0.018135858202304997
2015-03-26,0.018303256495917422
2015-03-27,0.018176616692057175
2015-03-30,0.017485128711591864
2015-03-31,0.018112307551472476
2015-04-01,0.018131983294098198
2015-04-02,0.01789747947089178
2015-04-06,0.018063661536409856
2015-04-07,0.018053472546783546
2015-04-08,0.01819721315419784
2015-04-09,0.017863105397437632
2015-04-10,0.01724556810802935
2015-04-13,0.01773202325339146
2015-04-14,0.01750337016779082
2015-04-15,0.01741738679425903
2015-04-16,0.017268715861705045
2015-04-17,0.017651334406825658
2015-04-20,0.017372447359786946
2015-04-21,0.01692947328042921
2015-04-22,0.016098161041097403
2015-04-23,0.015185667444797168
2015-04-24,0.014478963971859798
2015-04-27,0.017078859534323684
2015-04-28,0.01918066032874572
2015-04-29,0.01974636739528659
2015-04-30,0.020673715878901336
2015-05-01,0.020438443325588897
2015-05-04,0.02127483853908443
2015-05-05,0.028962913880051032
2015-05-06,0.029601272254981575
2015-05-07,0.029272860333312466
2015-05-08,0.028708394880060325
2015-05-11,0.02841068140894458
2015-05-12,0.0292340795222634
2015-05-13,0.029166524453500375
2015-05-14,0.028131956162049377
2015-05-15,0.027817830889314922
2015-05-18,0.0274417114348757
2015-05-19,0.026381190287955294
2015-05-20,0.026629247689942185
2015-05-21,0.025923849212895908
2015-05-22,0.026166351000564712
2015-05-26,0.027270043871349854
2015-05-27,0.027065062989906158
2015-05-28,0.02754650740997328
2015-05-29,0.02664289298927165
2015-06-01,0.02662117357093208
2015-06-02,0.026928242649002277
2015-06-03,0.02696674846804093
2015-06-04,0.027858034398603116
2015-06-05,0.027701045841624847
2015-06-08,0.029746836712069423
2015-06-09,0.02905308658626737
2015-06-10,0.028389227782840844
2015-06-11,0.026696685865100465
2015-06-12,0.027770427181855364
2015-06-15,0.029184303672362494
2015-06-16,0.028594893968770126
2015-06-17,0.026360289713113307
2015-06-18,0.025918879891112755
2015-06-19,0.026252550676876835
2015-06-22,0.02625431569017559
2015-06-23,0.02593020041056764
2015-06-24,0.026932887548171497
2015-06-25,0.06762476573199604
2015-06-26,0.3087291553945004
2015-06-29,0.3514716516571738
2015-06-30,0.34179926228056157
2015-07-01,0.33929632528167214
2015-07-02,0.34068873261393934
2015-07-06,0.33960915213844556
2015-07-07,0.3462581343852133
2015-07-08,0.3835633167463438
2015-07-09,0.3823332570443131
2015-07-10,0.3770091477838062
2015-07-13,0.37592440662906873
2015-07-14,0.37004146895342166
2015-07-15,0.37472246045016383
2015-07-16,0.36313233208412965
2015-07-17,0.36574955029823863
2015-07-20,0.36165322963553337
2015-07-21,0.36027894186124854
2015-07-22,0.3494735550475503
2015-07-23,0.3514973233570693
2015-07-24,0.35588170716775924
2015-07-27,0.3560221645880014
2015-07-28,0.3637187934323054
2015-07-29,0.36937015580932137
2015-07-30,0.3674739202499987
2015-07-31,0.36205245921489526
2015-08-03,0.3683067232027534
2015-08-04,0.37152374671233357
2015-08-05,0.37463049438303553
2015-08-06,0.3802280046314222
2015-08-07,0.37988384917558377
2015-08-10,0.37886704819363326
2015-08-11,0.38133537082796853
2015-08-12,0.38603865635518586
2015-08-13,0.37652291060362886
2015-08-14,0.3790757570517761
2015-08-17,0.37511380068962746
2015-08-18,0.3877396692117285
2015-08-19,0.38533723513532697
2015-08-20,0.4266428894874297
2015-08-21,0.4675278098436998
2015-08-24,0.527292859139943
2015-08-25,0.5469777931479606
2015-08-26,0.5544474076297613
2015-08-27,0.5542442797831175
2015-08-28,0.5557674861548145
2015-08-31,0.5918282850543168
2015-09-01,0.6098371319617264
2015-09-02,0.5857740810635751
2015-09-03,0.5979613069387497
2015-09-04,0.6091185907617352
2015-09-08,0.619389661936187
2015-09-09,0.6400818580502626
2015-09-10,0.6313691503800878
2015-09-11,0.6358235405575688
2015-09-14,0.647699483161298
2015-09-15,0.6342366531199656
2015-09-16,0.6463586095363267
2015-09-17,0.6541149823507841
2015-09-18,0.673920697541617
2015-09-21,0.6883667944286289
2015-09-22,0.6952531390980939
2015-09-23,0.6931434035806741
2015-09-24,0.7108524242546325
2015-09-25,0.7385060784810384
2015-09-28,0.946942634117646
2015-09-29,0.9567482784903724
2015-09-30,0.9449957032187432
2015-10-01,0.9412783092921166
2015-10-02,0.9331077590121042
2015-10-05,0.9384105372251683
2015-10-06,1.014861280464794
2015-10-07,0.9717083106609585
2015-10-08,0.954021082590718
2015-10-09,0.9673916399007746
2015-10-12,0.9350182094053863
2015-10-13,0.9475611578779969
2015-10-14,0.945529191669078
2015-10-15,0.9260546190343412
2015-10-16,0.8979533448694267
2015-10-19,0.9024015348230447
2015-10-20,0.9233855429636425
2015-10-21,1.0027939648276358
2015-10-22,1.033029374997921
2015-10-23,1.0476122551506504
2015-10-26,1.0543319532937743
2015-10-27,1.040950822927662
2015-10-28,1.0207990323701688
2015-10-29,1.0138783273279748
2015-10-30,1.0318670070198561
2015-11-02,1.0212715488161832
2015-11-03,0.9254352649703855
2015-11-04,0.9018959520001135
2015-11-05,0.9353921181589678
2015-11-06,0.9208983239743793
2015-11-09,0.9496009490510212
2015-11-10,0.9460245409716918
2015-11-11,0.7376343501238263
2015-11-12,0.7513882612878028
2015-11-13,0.7247106721241525
2015-11-16,0.7139185856703452
2015-11-17,0.7033297544853867
2015-11-18,0.6932371331304344
2015-11-19,0.6994183080817036
2015-11-20,0.6901921012931174
2015-11-23,0.6981189991858672
2015-11-24,0.6779477943074279
2015-11-25,0.6771145865895289
2015-11-27,0.6747769131026922
2015-11-30,0.682986826073023
2015-12-01,0.6715393297536167
2015-12-02,0.6857594725041907
2015-12-03,0.7126219516109868
2015-12-04,0.6842785436785321
2015-12-07,0.7255165858340041
2015-12-08,0.724767128064391
2015-12-09,0.7420861951144941
2015-12-10,0.7208279030713087
2015-12-11,0.7272888883026746
2015-12-14,0.7100451732975771
2015-12-15,0.6810903325384687
2015-12-16,0.6783762437333679
2015-12-17,0.6863936725010581
2015-12-18,0.6163174220455835
2015-12-21,0.6014368577541911
2015-12-22,0.5940659701388523
2015-12-23,0.5888481506417964
2015-12-24,0.5860172113926866
2015-12-28,0.590500727546739
2015-12-29,0.5824981927014995
2015-12-30,0.5838597394348692
2015-12-31,0.5901496105118826
2016-01-04,0.6026786611039427
2016-01-05,0.5859569832849856
2016-01-06,0.5863103586585858
2016-01-07,0.6150459898731981
2016-01-08,0.6291897964844905
2016-01-11,0.6884187736447511
2016-01-12,0.679546165241277
2016-01-13,0.748933238477529
2016-01-14,0.725875551573429
2016-01-15,0.7656608349919649
2016-01-19,0.7479814283542072
2016-01-20,0.7328785519596044
2016-01-21,0.7504972846452831
2016-01-22,0.7423647144262572
2016-01-25,0.7477170720470012
2016-01-26,0.7308822748142113
2016-01-27,0.748842261531394
2016-01-28,0.7570556818362558
2016-01-29,0.7512267144039921
2016-02-01,0.7535814722033356
2016-02-02,0.7772307622294294
2016-02-03,0.7884077413219307
2016-02-04,0.7814590878340424
2016-02-05,0.8277066222016061
2016-02-08,0.8512103513718311
2016-02-09,0.8374315792919876
2016-02-10,0.8540845536085604
2016-02-11,0.8532130320749708
2016-02-12,0.8196228246348265
2016-02-16,1.5859564840914682
2016-02-17,1.5104422720083837
2016-02-18,1.551120971882284
2016-02-19,1.5615827807616798
2016-02-22,1.5485188176800861
2016-02-23,1.5714678652968328
2016-02-24,1.574733495486959
2016-02-25,1.5467658914900408
2016-02-26,1.5752592996551942
2016-02-29,1.689702923897081
2016-03-01,1.6411751549885274
2016-03-02,1.6623598220423466
2016-03-03,1.6993040730721944
2016-03-04,1.7158954656337797
2016-03-07,1.6921340938840923
2016-03-08,1.7500302437641706
2016-03-09,1.7357724248135724
2016-03-10,1.7702063471178813
2016-03-11,1.7859305986516858
2016-03-14,1.8199240018515708
2016-03-15,1.8570864771670785
2016-03-16,1.8730903974503526
2016-03-17,1.922056336807047
2016-03-18,1.9198852100342048
2016-03-21,1.871431211761045
2016-03-22,1.8569372775369803
2016-03-23,1.86391825429691
2016-03-24,1.873726164372359
2016-03-28,1.8923569338591253
2016-03-29,1.836012808423169
2016-03-30,1.7842163824967812
2016-03-31,1.7666820373545908
2016-04-01,1.7335997861444954
2016-04-04,1.7350874436613335
2016-04-05,1.7377489040051726
2016-04-06,1.6655191522560755
2016-04-07,1.6693820728543582
2016-04-08,1.681540515829001
2016-04-11,1.6949261247090581
2016-04-12,1.6783071220285715
2016-04-13,1.654163483990357
2016-04-14,1.646079764605006
2016-04-15,1.6250747480485455
2016-04-18,1.6036850268837193
2016-04-19,1.6043438058540198
2016-04-20,1.6083584865699738
2016-04-21,1.6098907620455007
2016-04-22,1.6004328816211348
2016-04-25,1.6638631533297386
2016-04-26,1.6487569542420812
2016-04-27,1.6559657639218281
2016-04-28,1.669148929295295
2016-04-29,1.609987542955381
2016-05-02,1.5630472460001192
2016-05-03,1.5499894613357246
2016-05-04,1.1185242050640791
2016-05-05,1.0793758579408335
2016-05-06,1.1910550041071108
2016-05-09,1.1855613899105728
2016-05-10,1.219866361027849
2016-05-11,1.240608499461119
2016-05-12,1.2314302740802292
2016-05-13,1.226247508417875
2016-05-16,1.2122111212958846
2016-05-17,1.2214504011102254
2016-05-18,1.1769165558395822
2016-05-19,1.1957882937875384
